time	V(n002)	V(n002)/V(n012)	V(n012)
4.706092250182494e-008	-2.984605e+001	5.798560e+001	-5.147150e-001
4.795802599892218e-008	-2.984607e+001	5.744048e+001	-5.195999e-001
4.818230187319650e-008	-2.984607e+001	5.730683e+001	-5.208117e-001
4.863085362174512e-008	-2.984608e+001	5.704375e+001	-5.232137e-001
4.952795711884237e-008	-2.984609e+001	5.653085e+001	-5.279611e-001
5.177071586158549e-008	-2.984612e+001	5.530715e+001	-5.396430e-001
5.266781935868274e-008	-2.984613e+001	5.484576e+001	-5.441830e-001
5.446202635287723e-008	-2.984615e+001	5.396609e+001	-5.530538e-001
5.805044034126623e-008	-2.984620e+001	5.233060e+001	-5.703393e-001
5.894754383836348e-008	-2.984621e+001	5.194666e+001	-5.745549e-001
5.895794726026585e-008	-2.984621e+001	5.194234e+001	-5.746027e-001
5.897897312347907e-008	-2.984621e+001	5.193361e+001	-5.746992e-001
5.909220615765857e-008	-2.984621e+001	5.188661e+001	-5.752198e-001
5.958499982671834e-008	-2.984621e+001	5.168398e+001	-5.774751e-001
5.964106879528692e-008	-2.984621e+001	5.166112e+001	-5.777307e-001
5.975320673242407e-008	-2.984622e+001	5.161557e+001	-5.782405e-001
5.997748260669838e-008	-2.984622e+001	5.152504e+001	-5.792566e-001
6.042603435524701e-008	-2.984622e+001	5.134622e+001	-5.812740e-001
6.154741372661858e-008	-2.984624e+001	5.090882e+001	-5.862685e-001
6.199596547516721e-008	-2.984624e+001	5.073916e+001	-5.882289e-001
6.289306897226445e-008	-2.984625e+001	5.040863e+001	-5.920862e-001
6.468727596645895e-008	-2.984627e+001	4.977056e+001	-5.996773e-001
6.476694427629027e-008	-2.984628e+001	4.974309e+001	-6.000084e-001
6.493758435073699e-008	-2.984628e+001	4.968492e+001	-6.007110e-001
6.493759932276688e-008	-2.984628e+001	4.968491e+001	-6.007110e-001
6.493760445603426e-008	-2.984628e+001	4.968491e+001	-6.007110e-001
6.528755127136446e-008	-2.984628e+001	4.956673e+001	-6.021435e-001
6.528777884621856e-008	-2.984628e+001	4.956665e+001	-6.021444e-001
6.588395309825491e-008	-2.984629e+001	4.936875e+001	-6.045582e-001
6.612925483574244e-008	-2.984629e+001	4.928857e+001	-6.055419e-001
6.682935037492001e-008	-2.984630e+001	4.906374e+001	-6.083168e-001
6.750217799774295e-008	-2.984631e+001	4.885387e+001	-6.109302e-001
6.842731597912449e-008	-2.984632e+001	4.857215e+001	-6.144738e-001
6.859552288483022e-008	-2.984632e+001	4.852218e+001	-6.151066e-001
6.887586772767311e-008	-2.984632e+001	4.843951e+001	-6.161565e-001
6.898800566481026e-008	-2.984632e+001	4.840675e+001	-6.165736e-001
6.921228153908458e-008	-2.984632e+001	4.834154e+001	-6.174053e-001
6.938048844479030e-008	-2.984633e+001	4.829306e+001	-6.180252e-001
6.961244967588611e-008	-2.984633e+001	4.822663e+001	-6.188765e-001
6.961245994242087e-008	-2.984633e+001	4.822663e+001	-6.188765e-001
6.961868402912645e-008	-2.984633e+001	4.822486e+001	-6.188992e-001
6.961868531244330e-008	-2.984633e+001	4.822486e+001	-6.188992e-001
6.961869044571068e-008	-2.984633e+001	4.822486e+001	-6.188993e-001
6.971528656029202e-008	-2.984633e+001	4.819740e+001	-6.192518e-001
6.971528784360888e-008	-2.984633e+001	4.819740e+001	-6.192518e-001
6.971529982123277e-008	-2.984633e+001	4.819740e+001	-6.192519e-001
6.976534233389014e-008	-2.984633e+001	4.818322e+001	-6.194342e-001
6.976535944478142e-008	-2.984633e+001	4.818321e+001	-6.194342e-001
6.976537997785097e-008	-2.984633e+001	4.818320e+001	-6.194344e-001
6.978989646288670e-008	-2.984633e+001	4.817627e+001	-6.195235e-001
6.979000640036321e-008	-2.984633e+001	4.817623e+001	-6.195239e-001
6.979000725590778e-008	-2.984633e+001	4.817623e+001	-6.195239e-001
6.979001238917516e-008	-2.984633e+001	4.817623e+001	-6.195240e-001
6.979004489986861e-008	-2.984633e+001	4.817622e+001	-6.195241e-001
7.042678565296771e-008	-2.984634e+001	4.799835e+001	-6.218201e-001
7.043638486297960e-008	-2.984634e+001	4.799570e+001	-6.218544e-001
7.043639170733612e-008	-2.984634e+001	4.799570e+001	-6.218544e-001
7.043639234899454e-008	-2.984634e+001	4.799570e+001	-6.218544e-001
7.043639491562824e-008	-2.984634e+001	4.799570e+001	-6.218544e-001
7.043639833780650e-008	-2.984634e+001	4.799570e+001	-6.218545e-001
7.043639919335107e-008	-2.984634e+001	4.799570e+001	-6.218545e-001
7.043640133221248e-008	-2.984634e+001	4.799570e+001	-6.218545e-001
7.043640389884618e-008	-2.984634e+001	4.799570e+001	-6.218545e-001
7.043640732102443e-008	-2.984634e+001	4.799570e+001	-6.218545e-001
7.043650998637216e-008	-2.984634e+001	4.799567e+001	-6.218548e-001
7.043767181589053e-008	-2.984634e+001	4.799535e+001	-6.218590e-001
7.049996743779838e-008	-2.984634e+001	4.797819e+001	-6.220814e-001
7.110869423968272e-008	-2.984635e+001	4.781276e+001	-6.242338e-001
7.135378037994007e-008	-2.984635e+001	4.774727e+001	-6.250901e-001
7.142274753836061e-008	-2.984635e+001	4.772896e+001	-6.253300e-001
7.142275267162799e-008	-2.984635e+001	4.772896e+001	-6.253300e-001
7.142278347123231e-008	-2.984635e+001	4.772895e+001	-6.253301e-001
7.142280742648012e-008	-2.984635e+001	4.772895e+001	-6.253302e-001
7.142281940410401e-008	-2.984635e+001	4.772894e+001	-6.253302e-001
7.192974410273297e-008	-2.984636e+001	4.759587e+001	-6.270787e-001
7.309753847780910e-008	-2.984637e+001	4.730009e+001	-6.310002e-001
7.399464197490635e-008	-2.984638e+001	4.708359e+001	-6.339018e-001
7.578884896910085e-008	-2.984640e+001	4.667653e+001	-6.394304e-001
7.937726295748984e-008	-2.984643e+001	4.595169e+001	-6.495176e-001
8.655409093426783e-008	-2.984651e+001	4.469101e+001	-6.678415e-001
8.804960230963781e-008	-2.984652e+001	4.445958e+001	-6.713182e-001
9.104062506037778e-008	-2.984655e+001	4.404612e+001	-6.776205e-001
9.702267056185772e-008	-2.984661e+001	4.328663e+001	-6.895111e-001
9.856491666770802e-008	-2.984663e+001	4.310431e+001	-6.924279e-001
9.884532505058989e-008	-2.984663e+001	4.307265e+001	-6.929370e-001
9.951776790836829e-008	-2.984664e+001	4.299738e+001	-6.941501e-001
9.990671316737677e-008	-2.984664e+001	4.295434e+001	-6.948457e-001
1.011710446548790e-007	-2.984665e+001	4.281682e+001	-6.970777e-001
1.011710482204559e-007	-2.984665e+001	4.281682e+001	-6.970777e-001
1.011710995647643e-007	-2.984665e+001	4.281682e+001	-6.970778e-001
1.025906099538722e-007	-2.984667e+001	4.266670e+001	-6.995307e-001
1.033383656415572e-007	-2.984667e+001	4.258957e+001	-7.007977e-001
1.048338770169272e-007	-2.984669e+001	4.243922e+001	-7.032807e-001
1.080541863341630e-007	-2.984672e+001	4.212567e+001	-7.085162e-001
1.097076499169071e-007	-2.984674e+001	4.197265e+001	-7.110996e-001
1.119509169799620e-007	-2.984676e+001	4.177340e+001	-7.144920e-001
1.149419397307020e-007	-2.984678e+001	4.152198e+001	-7.188190e-001
1.209239852321819e-007	-2.984684e+001	4.104808e+001	-7.271191e-001
1.224194966075519e-007	-2.984685e+001	4.093672e+001	-7.290973e-001
1.254105193582919e-007	-2.984688e+001	4.072859e+001	-7.328239e-001
1.313925648597718e-007	-2.984694e+001	4.034911e+001	-7.397173e-001
1.400487343322415e-007	-2.984702e+001	3.985787e+001	-7.488362e-001
1.415284914690669e-007	-2.984703e+001	3.978252e+001	-7.502549e-001
1.418542574278776e-007	-2.984703e+001	3.976700e+001	-7.505478e-001
1.418542577699882e-007	-2.984703e+001	3.976700e+001	-7.505478e-001
1.418542577806792e-007	-2.984703e+001	3.976700e+001	-7.505478e-001
1.418542578020611e-007	-2.984703e+001	3.976700e+001	-7.505478e-001
1.418542578448249e-007	-2.984703e+001	3.976700e+001	-7.505478e-001
1.418542578555159e-007	-2.984703e+001	3.976700e+001	-7.505478e-001
1.418542578768978e-007	-2.984703e+001	3.976700e+001	-7.505478e-001
1.418542578822433e-007	-2.984703e+001	3.976700e+001	-7.505478e-001
1.429792578822433e-007	-2.984704e+001	3.971518e+001	-7.515272e-001
1.432917578822433e-007	-2.984705e+001	3.970096e+001	-7.517966e-001
1.440239356166183e-007	-2.984705e+001	3.966826e+001	-7.524165e-001
1.445239356166183e-007	-2.984706e+001	3.964651e+001	-7.528293e-001
1.455239356166183e-007	-2.984706e+001	3.960450e+001	-7.536281e-001
1.476020606166183e-007	-2.984708e+001	3.952041e+001	-7.552322e-001
1.476952002650558e-007	-2.984709e+001	3.951684e+001	-7.553005e-001
1.476956942683517e-007	-2.984709e+001	3.951682e+001	-7.553008e-001
1.476957171565353e-007	-2.984709e+001	3.951682e+001	-7.553008e-001
1.484256251460372e-007	-2.984709e+001	3.948941e+001	-7.558252e-001
1.489256251460372e-007	-2.984710e+001	3.947129e+001	-7.561722e-001
1.499256251460372e-007	-2.984711e+001	3.943673e+001	-7.568351e-001
1.519256251460372e-007	-2.984712e+001	3.937476e+001	-7.580268e-001
1.559417937403976e-007	-2.984716e+001	3.926435e+001	-7.601593e-001
1.559702189570724e-007	-2.984716e+001	3.926371e+001	-7.601716e-001
1.559703391200362e-007	-2.984716e+001	3.926371e+001	-7.601717e-001
1.559703405505477e-007	-2.984716e+001	3.926371e+001	-7.601717e-001
1.559703462725936e-007	-2.984716e+001	3.926371e+001	-7.601717e-001
1.559703958636581e-007	-2.984716e+001	3.926371e+001	-7.601717e-001
1.559709413653670e-007	-2.984716e+001	3.926370e+001	-7.601719e-001
1.559709566241561e-007	-2.984716e+001	3.926370e+001	-7.601719e-001
1.559709566837607e-007	-2.984715e+001	3.926368e+001	-7.601719e-001
1.559709566847607e-007	-2.984715e+001	3.926368e+001	-7.601719e-001
1.559709566867607e-007	-2.984714e+001	3.926368e+001	-7.601719e-001
1.559709566907607e-007	-2.984714e+001	3.926368e+001	-7.601719e-001
1.559709566987607e-007	-2.984715e+001	3.926369e+001	-7.601719e-001
1.559709567007607e-007	-2.984715e+001	3.926368e+001	-7.601719e-001
1.559709567047607e-007	-2.984714e+001	3.926368e+001	-7.601719e-001
1.559709567127607e-007	-2.984716e+001	3.926369e+001	-7.601719e-001
1.559709567287607e-007	-2.984716e+001	3.926370e+001	-7.601719e-001
1.560959567327607e-007	-2.984716e+001	3.926095e+001	-7.602253e-001
1.562209567327607e-007	-2.984716e+001	3.925821e+001	-7.602782e-001
1.564709567327607e-007	-2.984716e+001	3.925287e+001	-7.603816e-001
1.569983004827608e-007	-2.984717e+001	3.924188e+001	-7.605947e-001
1.583171023626436e-007	-2.984718e+001	3.921733e+001	-7.610712e-001
1.591921023626436e-007	-2.984719e+001	3.920357e+001	-7.613385e-001
1.602643679876436e-007	-2.984720e+001	3.918856e+001	-7.616304e-001
1.607018679876436e-007	-2.984720e+001	3.918345e+001	-7.617298e-001
1.612018679876436e-007	-2.984721e+001	3.917835e+001	-7.618291e-001
1.622018679876436e-007	-2.984722e+001	3.917061e+001	-7.619799e-001
1.642018679876436e-007	-2.984723e+001	3.916057e+001	-7.621757e-001
1.647018679876436e-007	-2.984724e+001	3.915964e+001	-7.621938e-001
1.657018679876436e-007	-2.984725e+001	3.916159e+001	-7.621562e-001
1.677018679876436e-007	-2.984727e+001	3.917645e+001	-7.618675e-001
1.717018679876436e-007	-2.984730e+001	3.925328e+001	-7.603773e-001
1.797018679876436e-007	-2.984737e+001	3.958500e+001	-7.540072e-001
1.947555473880557e-007	-2.984751e+001	4.060789e+001	-7.350175e-001
2.042723928338081e-007	-2.984759e+001	4.146648e+001	-7.198005e-001
2.124599949619216e-007	-2.984767e+001	4.228709e+001	-7.058340e-001
2.211777505949678e-007	-2.984774e+001	4.311767e+001	-6.922393e-001
2.310216868554625e-007	-2.984783e+001	4.398049e+001	-6.786608e-001
2.315437188548246e-007	-2.984783e+001	4.402146e+001	-6.780292e-001
2.330054084530385e-007	-2.984785e+001	4.412686e+001	-6.764100e-001
2.350935364504869e-007	-2.984787e+001	4.427173e+001	-6.741970e-001
2.378129968971639e-007	-2.984789e+001	4.444730e+001	-6.715344e-001
2.398945994946204e-007	-2.984791e+001	4.457205e+001	-6.696552e-001
2.403946592486967e-007	-2.984791e+001	4.460086e+001	-6.692228e-001
2.404327410752126e-007	-2.984791e+001	4.460304e+001	-6.691902e-001
2.404327458545583e-007	-2.984791e+001	4.460304e+001	-6.691902e-001
2.404327761237478e-007	-2.984791e+001	4.460304e+001	-6.691901e-001
2.405886210282447e-007	-2.984791e+001	4.461190e+001	-6.690572e-001
2.428998154274223e-007	-2.984793e+001	4.473819e+001	-6.671690e-001
2.428998719830131e-007	-2.984793e+001	4.473819e+001	-6.671690e-001
2.428998831348197e-007	-2.984793e+001	4.473819e+001	-6.671690e-001
2.428999388938529e-007	-2.984793e+001	4.473819e+001	-6.671690e-001
2.429135377254769e-007	-2.984793e+001	4.473891e+001	-6.671583e-001
2.429135934845101e-007	-2.984793e+001	4.473891e+001	-6.671582e-001
2.429135998569710e-007	-2.984793e+001	4.473891e+001	-6.671582e-001
2.429136126018929e-007	-2.984793e+001	4.473891e+001	-6.671582e-001
2.429136126516777e-007	-2.984793e+001	4.473891e+001	-6.671582e-001
2.429136127512474e-007	-2.984793e+001	4.473891e+001	-6.671582e-001
2.429136129503868e-007	-2.984793e+001	4.473891e+001	-6.671582e-001
2.429136133486656e-007	-2.984793e+001	4.473891e+001	-6.671582e-001
2.429136141452232e-007	-2.984793e+001	4.473891e+001	-6.671582e-001
2.429136746836021e-007	-2.984793e+001	4.473892e+001	-6.671582e-001
2.446519290861655e-007	-2.984795e+001	4.482698e+001	-6.658480e-001
2.463224314841243e-007	-2.984797e+001	4.490557e+001	-6.646829e-001
2.496634362800417e-007	-2.984799e+001	4.504646e+001	-6.626046e-001
2.563454458718767e-007	-2.984805e+001	4.527299e+001	-6.592905e-001
2.697094650555467e-007	-2.984817e+001	4.562514e+001	-6.542045e-001
2.723057232887697e-007	-2.984819e+001	4.567515e+001	-6.534888e-001
2.733442265820589e-007	-2.984820e+001	4.569111e+001	-6.532607e-001
2.754212331686373e-007	-2.984822e+001	4.572052e+001	-6.528409e-001
2.806462028629986e-007	-2.984827e+001	4.578648e+001	-6.519013e-001
2.811573412026643e-007	-2.984827e+001	4.579205e+001	-6.518221e-001
2.823738068935449e-007	-2.984828e+001	4.580480e+001	-6.516410e-001
2.823738078839388e-007	-2.984828e+001	4.580480e+001	-6.516410e-001
2.823738138263023e-007	-2.984828e+001	4.580480e+001	-6.516410e-001
2.824014992978950e-007	-2.984828e+001	4.580508e+001	-6.516370e-001
2.824017384780262e-007	-2.984828e+001	4.580508e+001	-6.516370e-001
2.824017503627532e-007	-2.984828e+001	4.580508e+001	-6.516370e-001
2.824018810947504e-007	-2.984828e+001	4.580508e+001	-6.516370e-001
2.824700954662687e-007	-2.984828e+001	4.580577e+001	-6.516271e-001
2.825658385795415e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658390747384e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658425411171e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658426649164e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658429125149e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658429202523e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658429357272e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658429666770e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658430285767e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658431523759e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658431833257e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658432452253e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658433690246e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658433999744e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658434618740e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658435856733e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658436166231e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658436785227e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658436939976e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658437249474e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658437868471e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.825658439145150e-007	-2.984829e+001	4.580675e+001	-6.516133e-001
2.835658439145151e-007	-2.984830e+001	4.581626e+001	-6.514782e-001
2.845658439145151e-007	-2.984830e+001	4.582550e+001	-6.513470e-001
2.860765909060307e-007	-2.984832e+001	4.583872e+001	-6.511594e-001
2.890980848890619e-007	-2.984834e+001	4.586245e+001	-6.508231e-001
2.951410728551242e-007	-2.984840e+001	4.590500e+001	-6.502210e-001
2.953299162290637e-007	-2.984840e+001	4.590621e+001	-6.502039e-001
2.982657858093755e-007	-2.984842e+001	4.592289e+001	-6.499683e-001
3.016649665402856e-007	-2.984845e+001	4.594032e+001	-6.497223e-001
3.032073731655124e-007	-2.984847e+001	4.594775e+001	-6.496176e-001
3.032073753266533e-007	-2.984847e+001	4.594775e+001	-6.496176e-001
3.032073756868434e-007	-2.984847e+001	4.594775e+001	-6.496176e-001
3.032073757768910e-007	-2.984847e+001	4.594775e+001	-6.496176e-001
3.032073757994028e-007	-2.984847e+001	4.594775e+001	-6.496176e-001
3.032073758050308e-007	-2.984846e+001	4.594773e+001	-6.496176e-001
3.032073758060308e-007	-2.984845e+001	4.594772e+001	-6.496176e-001
3.032073758080308e-007	-2.984844e+001	4.594771e+001	-6.496176e-001
3.032073758120308e-007	-2.984845e+001	4.594772e+001	-6.496176e-001
3.042073758120308e-007	-2.984848e+001	4.595226e+001	-6.495541e-001
3.042074063296089e-007	-2.984848e+001	4.595226e+001	-6.495541e-001
3.042074826235542e-007	-2.984848e+001	4.595226e+001	-6.495541e-001
3.042293370241888e-007	-2.984848e+001	4.595236e+001	-6.495526e-001
3.042657750124701e-007	-2.984848e+001	4.595252e+001	-6.495503e-001
3.043224390024908e-007	-2.984848e+001	4.595279e+001	-6.495466e-001
3.043224399561651e-007	-2.984848e+001	4.595279e+001	-6.495466e-001
3.043224418635138e-007	-2.984848e+001	4.595279e+001	-6.495466e-001
3.043224460358389e-007	-2.984848e+001	4.595279e+001	-6.495466e-001
3.043224465126761e-007	-2.984848e+001	4.595279e+001	-6.495466e-001
3.043224474663504e-007	-2.984848e+001	4.595279e+001	-6.495466e-001
3.043224531883963e-007	-2.984848e+001	4.595279e+001	-6.495466e-001
3.056274039025074e-007	-2.984849e+001	4.595867e+001	-6.494637e-001
3.102367769951588e-007	-2.984853e+001	4.597833e+001	-6.491870e-001
3.132367769951588e-007	-2.984856e+001	4.599043e+001	-6.490167e-001
3.172367769951588e-007	-2.984859e+001	4.600631e+001	-6.487935e-001
3.252367769951588e-007	-2.984866e+001	4.603923e+001	-6.483310e-001
3.412367769951588e-007	-2.984880e+001	4.610929e+001	-6.473490e-001
3.452367769951588e-007	-2.984884e+001	4.612886e+001	-6.470751e-001
3.532367769951588e-007	-2.984891e+001	4.617495e+001	-6.464307e-001
3.692367769951588e-007	-2.984905e+001	4.627769e+001	-6.449987e-001
3.732367769951588e-007	-2.984908e+001	4.630485e+001	-6.446211e-001
3.762445894951588e-007	-2.984911e+001	4.632757e+001	-6.443055e-001
3.762650973076588e-007	-2.984911e+001	4.632773e+001	-6.443033e-001
3.763565279717213e-007	-2.984911e+001	4.632844e+001	-6.442935e-001
3.763570353264576e-007	-2.984911e+001	4.632844e+001	-6.442934e-001
3.784306322808032e-007	-2.984913e+001	4.634472e+001	-6.440675e-001
3.784306380028491e-007	-2.984913e+001	4.634472e+001	-6.440675e-001
3.784306914086108e-007	-2.984913e+001	4.634472e+001	-6.440675e-001
3.791152464623212e-007	-2.984913e+001	4.635014e+001	-6.439923e-001
3.791169096703290e-007	-2.984913e+001	4.635015e+001	-6.439921e-001
3.791170322174786e-007	-2.984913e+001	4.635016e+001	-6.439921e-001
3.791170331711530e-007	-2.984913e+001	4.635016e+001	-6.439921e-001
3.791170338864087e-007	-2.984913e+001	4.635016e+001	-6.439921e-001
3.791170348400831e-007	-2.984913e+001	4.635016e+001	-6.439921e-001
3.791170405621290e-007	-2.984913e+001	4.635016e+001	-6.439921e-001
3.796409587139842e-007	-2.984914e+001	4.635433e+001	-6.439342e-001
3.796409777874705e-007	-2.984914e+001	4.635433e+001	-6.439342e-001
3.796410006756541e-007	-2.984914e+001	4.635433e+001	-6.439342e-001
3.809122180218453e-007	-2.984915e+001	4.636450e+001	-6.437932e-001
3.809122246975655e-007	-2.984915e+001	4.636450e+001	-6.437932e-001
3.809122285122628e-007	-2.984915e+001	4.636450e+001	-6.437932e-001
3.809122361416573e-007	-2.984915e+001	4.636450e+001	-6.437932e-001
3.809122580761666e-007	-2.984915e+001	4.636450e+001	-6.437932e-001
3.855843123669381e-007	-2.984919e+001	4.640253e+001	-6.432664e-001
